restaurant_name,locality,primary_cuisine,price_range,rating_scaled,votes,currency
Cafe Coffee Day,nehru place,cafe,medium,3.1,13,Indian Rupees(Rs.)
Cafe Coffee Day,nehru place,cafe,medium,3.0,38,Indian Rupees(Rs.)
Dolce Gelato,nehru place,ice cream,medium,3.2,9,Indian Rupees(Rs.)
Domino's Pizza,nehru place,pizza,high,3.0,71,Indian Rupees(Rs.)
Gopala,nehru place,north indian,low,3.0,12,Indian Rupees(Rs.)
New Punjabi Khana,nehru place,north indian,low,3.1,8,Indian Rupees(Rs.)
New Vishal Corner,nehru place,north indian,low,3.1,14,Indian Rupees(Rs.)
Punjabi Khana,nehru place,north indian,low,3.2,14,Indian Rupees(Rs.)
Rajshree,nehru place,south indian,low,3.1,11,Indian Rupees(Rs.)
Snack Junction,nehru place,north indian,low,3.0,27,Indian Rupees(Rs.)
Sona,nehru place,north indian,medium,3.4,29,Indian Rupees(Rs.)
Southy,nehru place,south indian,medium,2.5,94,Indian Rupees(Rs.)
The First Floor,nehru place,north indian,high,3.1,14,Indian Rupees(Rs.)
Hype,nehru place,finger food,high,3.7,142,Indian Rupees(Rs.)
McDonald's,nehru place,fast food,medium,3.7,177,Indian Rupees(Rs.)
New Punjabi Khana,nehru place,north indian,low,3.9,104,Indian Rupees(Rs.)
Pizza Hut Delivery,nehru place,italian,high,3.6,103,Indian Rupees(Rs.)
Shree Rathnam,nehru place,south indian,high,3.6,58,Indian Rupees(Rs.)
Subway,nehru place,american,medium,3.6,142,Indian Rupees(Rs.)
Al Mughal,nehru place,mughlai,low,1.0,2,Indian Rupees(Rs.)
Anupama Restaurant,nehru place,north indian,low,1.0,1,Indian Rupees(Rs.)
Cafe Einstein,nehru place,north indian,medium,1.0,1,Indian Rupees(Rs.)
Delicious Eating Corner,nehru place,north indian,medium,1.0,0,Indian Rupees(Rs.)
Gupta Rasoi,nehru place,north indian,low,1.0,1,Indian Rupees(Rs.)
Paras Chicken Point,nehru place,north indian,medium,1.0,1,Indian Rupees(Rs.)
Ralhan Eating Corner,nehru place,north indian,low,1.0,0,Indian Rupees(Rs.)
Pind Balluchi,nehru place,north indian,high,2.4,184,Indian Rupees(Rs.)
Oh! Calcutta,nehru place,bengali,high,4.4,1293,Indian Rupees(Rs.)
Alcoholic Lounge & Bar,netaji subhash place,finger food,high,2.8,21,Indian Rupees(Rs.)
Baljeet's Amritsari Koolcha,netaji subhash place,north indian,medium,3.1,110,Indian Rupees(Rs.)
Bikanervala,netaji subhash place,north indian,medium,3.4,89,Indian Rupees(Rs.)
Cafe Coffee Day,netaji subhash place,cafe,medium,3.3,32,Indian Rupees(Rs.)
Chicago Pizza,netaji subhash place,fast food,medium,3.4,42,Indian Rupees(Rs.)
Cocoberry,netaji subhash place,desserts,medium,3.3,32,Indian Rupees(Rs.)
Dilli Chaap Wale,netaji subhash place,north indian,medium,3.4,24,Indian Rupees(Rs.)
Dips,netaji subhash place,south indian,medium,2.8,23,Indian Rupees(Rs.)
Domino's Pizza,netaji subhash place,pizza,high,3.4,85,Indian Rupees(Rs.)
Gullu's,netaji subhash place,north indian,medium,2.9,45,Indian Rupees(Rs.)
Hashtag Foods,netaji subhash place,fast food,medium,3.4,80,Indian Rupees(Rs.)
Mini Meals,netaji subhash place,north indian,medium,2.7,66,Indian Rupees(Rs.)
No Name - Taste Hi Kaafi Hai,netaji subhash place,burger,medium,3.2,31,Indian Rupees(Rs.)
Pind Balluchi,netaji subhash place,north indian,high,2.7,261,Indian Rupees(Rs.)
Pizza Hut,netaji subhash place,italian,high,3.3,211,Indian Rupees(Rs.)
Raj Bhature wala,netaji subhash place,north indian,medium,3.4,84,Indian Rupees(Rs.)
Rolls Tiger,netaji subhash place,fast food,medium,3.4,49,Indian Rupees(Rs.)
SGF - Spice Grill Flame,netaji subhash place,north indian,medium,3.4,80,Indian Rupees(Rs.)
Smoksha Cafe and Lounge,netaji subhash place,cafe,medium,3.4,60,Indian Rupees(Rs.)
Subway,netaji subhash place,american,medium,3.4,131,Indian Rupees(Rs.)
Sura Vie,netaji subhash place,north indian,high,3.4,391,Indian Rupees(Rs.)
Billu's Hut,netaji subhash place,fast food,medium,3.9,813,Indian Rupees(Rs.)
BTW,netaji subhash place,street food,low,3.7,459,Indian Rupees(Rs.)
Burger King,netaji subhash place,burger,medium,3.6,426,Indian Rupees(Rs.)
Cafe Coffee Day,netaji subhash place,cafe,medium,3.5,50,Indian Rupees(Rs.)
Chills 'n' Grills,netaji subhash place,fast food,medium,3.6,69,Indian Rupees(Rs.)
Fusion N Food,netaji subhash place,fast food,medium,3.8,22,Indian Rupees(Rs.)
Giani,netaji subhash place,ice cream,medium,3.6,87,Indian Rupees(Rs.)
Hot Spot,netaji subhash place,fast food,medium,3.8,201,Indian Rupees(Rs.)
La Americana,netaji subhash place,fast food,medium,3.6,139,Indian Rupees(Rs.)
Mogambo Khush Hua,netaji subhash place,chinese,medium,3.8,121,Indian Rupees(Rs.)
Niti Shake & Ice Cream Hub,netaji subhash place,desserts,low,3.8,23,Indian Rupees(Rs.)
Pacific Asia,netaji subhash place,north indian,high,3.7,151,Indian Rupees(Rs.)
Papa Veg Chinese Food,netaji subhash place,chinese,medium,3.8,29,Indian Rupees(Rs.)
Pasta Hut,netaji subhash place,fast food,medium,3.5,82,Indian Rupees(Rs.)
Ram G Snacks & Food Corner,netaji subhash place,north indian,low,3.5,34,Indian Rupees(Rs.)
Sandwich King,netaji subhash place,fast food,medium,3.8,99,Indian Rupees(Rs.)
Shake Eat Up,netaji subhash place,fast food,medium,3.9,155,Indian Rupees(Rs.)
Starbucks,netaji subhash place,cafe,high,3.7,294,Indian Rupees(Rs.)
The Chai Story,netaji subhash place,cafe,medium,3.6,22,Indian Rupees(Rs.)
Themis Barbecue House,netaji subhash place,north indian,high,3.8,457,Indian Rupees(Rs.)
Utsav,netaji subhash place,bakery,low,3.5,13,Indian Rupees(Rs.)
Barbeque Nation,netaji subhash place,north indian,high,4.1,937,Indian Rupees(Rs.)
Bistro 57,netaji subhash place,fast food,medium,4.0,20,Indian Rupees(Rs.)
Calendar Khana Laao,netaji subhash place,north indian,high,4.2,42,Indian Rupees(Rs.)
Chaayos,netaji subhash place,cafe,medium,4.1,156,Indian Rupees(Rs.)
Eleven Course,netaji subhash place,north indian,high,4.0,537,Indian Rupees(Rs.)
Sinciti,netaji subhash place,north indian,high,4.0,277,Indian Rupees(Rs.)
Admission Lounge,new friends colony,north indian,high,2.7,24,Indian Rupees(Rs.)
Al Zaika,new friends colony,north indian,high,2.9,8,Indian Rupees(Rs.)
Angels in my Kitchen,new friends colony,bakery,medium,3.2,88,Indian Rupees(Rs.)
Asian Curry,new friends colony,thai,high,3.0,5,Indian Rupees(Rs.)
Chaska,new friends colony,fast food,medium,3.3,47,Indian Rupees(Rs.)
Chik Chow,new friends colony,north indian,medium,3.3,62,Indian Rupees(Rs.)
Deep Sweet Corner,new friends colony,north indian,medium,2.7,16,Indian Rupees(Rs.)
Deepika Khaitan's Cakes,new friends colony,bakery,high,2.9,4,Indian Rupees(Rs.)
Dhaba On Wheels,new friends colony,north indian,medium,2.7,15,Indian Rupees(Rs.)
Domino's Pizza,new friends colony,pizza,high,2.8,95,Indian Rupees(Rs.)
Evergreen Sweets,new friends colony,north indian,medium,2.8,14,Indian Rupees(Rs.)
Gopala,new friends colony,mithai,low,3.0,7,Indian Rupees(Rs.)
Green Chick Chop,new friends colony,raw meats,medium,3.0,12,Indian Rupees(Rs.)
Halal Pizza Fun,new friends colony,pizza,medium,3.1,7,Indian Rupees(Rs.)
Keventers,new friends colony,beverages,medium,3.3,13,Indian Rupees(Rs.)
Khan Chicken Biryani,new friends colony,north indian,medium,2.9,9,Indian Rupees(Rs.)
McDonald's,new friends colony,fast food,medium,3.4,127,Indian Rupees(Rs.)
Midnight Bites,new friends colony,north indian,medium,3.1,10,Indian Rupees(Rs.)
Moti Mahal Delux,new friends colony,north indian,high,2.9,44,Indian Rupees(Rs.)
MT Everest Food Corner,new friends colony,north indian,high,2.9,28,Indian Rupees(Rs.)
Muradabad Ki Mashoor Sama Chicken Biryani,new friends colony,biryani,medium,2.9,5,Indian Rupees(Rs.)
New Laziz,new friends colony,north indian,medium,2.9,6,Indian Rupees(Rs.)
Talab South Indian Restaurant,new friends colony,south indian,low,2.7,14,Indian Rupees(Rs.)
Tipu Sultan Chicken Point,new friends colony,biryani,low,3.2,27,Indian Rupees(Rs.)
Yo Wok,new friends colony,chinese,high,2.8,4,Indian Rupees(Rs.)
Zoet Desserts,new friends colony,bakery,medium,3.0,8,Indian Rupees(Rs.)
Zooby's Kitchen,new friends colony,north indian,high,2.8,21,Indian Rupees(Rs.)
Hotel Malabar,new friends colony,kerala,medium,3.6,129,Indian Rupees(Rs.)
Hwealthcafe,new friends colony,cafe,high,3.5,29,Indian Rupees(Rs.)
Noorjahan,new friends colony,north indian,high,3.8,17,Indian Rupees(Rs.)
Pizza Hut Delivery,new friends colony,italian,high,3.9,189,Indian Rupees(Rs.)
Sushiya Express,new friends colony,sushi,high,3.5,30,Indian Rupees(Rs.)
Tuptakes,new friends colony,bakery,medium,3.6,52,Indian Rupees(Rs.)
Annapurna Food Point,new friends colony,north indian,low,1.0,1,Indian Rupees(Rs.)
Arabian & Turkish Cafí©,new friends colony,turkish,medium,1.0,0,Indian Rupees(Rs.)
Brij Palace Restaurant,new friends colony,north indian,low,1.0,2,Indian Rupees(Rs.)
Bruncheez,new friends colony,fast food,low,1.0,2,Indian Rupees(Rs.)
Buena Tierra,new friends colony,bakery,medium,1.0,2,Indian Rupees(Rs.)
Cafe Coffee Day,new friends colony,cafe,medium,1.0,2,Indian Rupees(Rs.)
Chokoreto - The Cake Design Studio,new friends colony,bakery,medium,1.0,1,Indian Rupees(Rs.)
Crazylicious Cakes N Desserts,new friends colony,bakery,medium,1.0,2,Indian Rupees(Rs.)
Halal Pizza 'n' Joy,new friends colony,pizza,medium,1.0,2,Indian Rupees(Rs.)
Shree Bhojnalaya,new friends colony,north indian,low,1.0,0,Indian Rupees(Rs.)
Shree Laxmi Dhaba,new friends colony,north indian,low,1.0,3,Indian Rupees(Rs.)
Swaad Restaurant,new friends colony,north indian,high,1.0,2,Indian Rupees(Rs.)
The Bay Leaf,new friends colony,chinese,medium,1.0,1,Indian Rupees(Rs.)
Lotus Pond,new friends colony,chinese,high,4.2,391,Indian Rupees(Rs.)
Cafe Turtle,nizamuddin,cafe,high,3.2,36,Indian Rupees(Rs.)
Gulfam Kashmiri Wazwan,nizamuddin,mughlai,medium,3.4,38,Indian Rupees(Rs.)
Kit Care Kabab Corner,nizamuddin,north indian,medium,2.9,10,Indian Rupees(Rs.)
Liter Basar,nizamuddin,bakery,medium,3.1,7,Indian Rupees(Rs.)
N. Iqbal Restaurant,nizamuddin,north indian,medium,3.2,40,Indian Rupees(Rs.)
Ghalib Kabab Corner,nizamuddin,mughlai,medium,3.9,251,Indian Rupees(Rs.)
Karim's,nizamuddin,mughlai,high,3.7,360,Indian Rupees(Rs.)
Chick Fish Point,nizamuddin,north indian,medium,1.0,2,Indian Rupees(Rs.)
Monis Kada Hotel,nizamuddin,mughlai,medium,1.0,0,Indian Rupees(Rs.)
Comesum,nizamuddin,fast food,medium,2.2,251,Indian Rupees(Rs.)
Lunch Express,okhla phase 1,north indian,low,3.3,27,Indian Rupees(Rs.)
Aloo Bhaji Restaurant,okhla phase 1,north indian,medium,1.0,0,Indian Rupees(Rs.)
Chinese Corner,okhla phase 1,chinese,medium,1.0,0,Indian Rupees(Rs.)
Gupta Bhojnalya,okhla phase 1,north indian,medium,1.0,0,Indian Rupees(Rs.)
Sam's 22,okhla phase 1,fast food,low,1.0,0,Indian Rupees(Rs.)
The Bakery,okhla phase 1,bakery,medium,1.0,0,Indian Rupees(Rs.)
Twenty Four Seven,okhla phase 1,fast food,medium,1.0,0,Indian Rupees(Rs.)
Vishal Snacks,okhla phase 1,north indian,medium,1.0,0,Indian Rupees(Rs.)
Chawla Dhaba,okhla phase 2,north indian,medium,3.0,10,Indian Rupees(Rs.)
Shri Gupta'z,okhla phase 2,mughlai,medium,3.2,18,Indian Rupees(Rs.)
The Golden Leaf,okhla phase 2,north indian,high,3.0,6,Indian Rupees(Rs.)
Red Moon Bakery,okhla phase 2,bakery,medium,3.5,26,Indian Rupees(Rs.)
Cafe Point,okhla phase 2,fast food,low,1.0,0,Indian Rupees(Rs.)
TLC Kitchen,okhla phase 2,healthy food,medium,1.0,2,Indian Rupees(Rs.)
Berco's,"pacific mall, tagore garden",chinese,high,3.1,5,Indian Rupees(Rs.)
Bikano Chat Cafe,"pacific mall, tagore garden",north indian,medium,2.6,55,Indian Rupees(Rs.)
BonJuz,"pacific mall, tagore garden",healthy food,low,3.1,8,Indian Rupees(Rs.)
Cafe Coffee Day - The Lounge,"pacific mall, tagore garden",cafe,high,2.6,29,Indian Rupees(Rs.)
Chicago Pizza,"pacific mall, tagore garden",pizza,high,3.2,69,Indian Rupees(Rs.)
Domino's Pizza,"pacific mall, tagore garden",pizza,high,3.3,69,Indian Rupees(Rs.)
Dosa Village,"pacific mall, tagore garden",south indian,medium,3.2,36,Indian Rupees(Rs.)
Dunkin' Donuts,"pacific mall, tagore garden",burger,medium,3.4,36,Indian Rupees(Rs.)
Gelato Italiano,"pacific mall, tagore garden",ice cream,low,3.3,18,Indian Rupees(Rs.)
Gelato Vinto,"pacific mall, tagore garden",desserts,low,2.7,17,Indian Rupees(Rs.)
Keventers,"pacific mall, tagore garden",beverages,medium,3.2,19,Indian Rupees(Rs.)
KFC,"pacific mall, tagore garden",american,medium,2.6,47,Indian Rupees(Rs.)
Kings Kulfi,"pacific mall, tagore garden",desserts,low,3.3,18,Indian Rupees(Rs.)
Mr. Sub,"pacific mall, tagore garden",fast food,medium,2.8,6,Indian Rupees(Rs.)
Shanghai Moon,"pacific mall, tagore garden",chinese,high,2.6,71,Indian Rupees(Rs.)
The Blue Tandoor,"pacific mall, tagore garden",north indian,high,2.6,46,Indian Rupees(Rs.)
Costa Coffee,"pacific mall, tagore garden",cafe,medium,3.6,53,Indian Rupees(Rs.)
Giani's,"pacific mall, tagore garden",ice cream,medium,3.9,51,Indian Rupees(Rs.)
Hinglish - Cafe Beach Bar,"pacific mall, tagore garden",continental,high,3.7,792,Indian Rupees(Rs.)
Spaghetti Kitchen,"pacific mall, tagore garden",italian,high,3.8,601,Indian Rupees(Rs.)
Subway,"pacific mall, tagore garden",american,medium,3.5,65,Indian Rupees(Rs.)
Swiss Softy,"pacific mall, tagore garden",ice cream,low,3.9,31,Indian Rupees(Rs.)
The Bubble Tea,"pacific mall, tagore garden",beverages,low,3.5,35,Indian Rupees(Rs.)
Creambell & Chocoxess,"pacific mall, tagore garden",ice cream,low,1.0,0,Indian Rupees(Rs.)
Hang Out,"pacific mall, tagore garden",italian,high,1.0,3,Indian Rupees(Rs.)
Mx Corn,"pacific mall, tagore garden",fast food,low,1.0,1,Indian Rupees(Rs.)
The Belgian Fries Company,"pacific mall, tagore garden",european,medium,1.0,1,Indian Rupees(Rs.)
Al-Sameer,paharganj,north indian,medium,2.9,5,Indian Rupees(Rs.)
Allure,paharganj,north indian,medium,2.8,6,Indian Rupees(Rs.)
BarShala,paharganj,finger food,medium,3.1,14,Indian Rupees(Rs.)
Bikaner House,paharganj,north indian,medium,3.0,4,Indian Rupees(Rs.)
Cafe Coffee Day,paharganj,cafe,medium,2.7,16,Indian Rupees(Rs.)
Cafe CoffeeCo,paharganj,cafe,medium,3.4,21,Indian Rupees(Rs.)
Cafe Festa,paharganj,cafe,medium,3.2,38,Indian Rupees(Rs.)
Cheers Lounge Bar,paharganj,north indian,high,2.8,8,Indian Rupees(Rs.)
Chowmein Hut,paharganj,chinese,low,2.9,4,Indian Rupees(Rs.)
Club India Cafe & Restaurant,paharganj,north indian,high,2.9,32,Indian Rupees(Rs.)
Domino's Pizza,paharganj,pizza,high,3.1,29,Indian Rupees(Rs.)
Everest Bakery Cafe,paharganj,cafe,high,2.8,19,Indian Rupees(Rs.)
Everest Kitchen,paharganj,north indian,medium,3.2,18,Indian Rupees(Rs.)
Exotic Rooftop Restaurant,paharganj,chinese,medium,3.0,5,Indian Rupees(Rs.)
Flavours,paharganj,north indian,medium,2.9,11,Indian Rupees(Rs.)
Gagan Assam Bengal Restaurant,paharganj,north indian,medium,2.9,7,Indian Rupees(Rs.)
Gold Resto Bar,paharganj,north indian,high,2.9,8,Indian Rupees(Rs.)
Grand Madras Cafe,paharganj,south indian,low,2.9,4,Indian Rupees(Rs.)
Green Chilli,paharganj,north indian,high,2.8,17,Indian Rupees(Rs.)
Gurdev Punjabi Restaurant,paharganj,north indian,low,3.0,8,Indian Rupees(Rs.)
Haji Irshad Biryani Centre,paharganj,biryani,low,3.0,6,Indian Rupees(Rs.)
Hungerzz Grill,paharganj,fast food,low,3.0,4,Indian Rupees(Rs.)
Janta Sweets,paharganj,street food,low,3.0,9,Indian Rupees(Rs.)
Khosla Cafe,paharganj,north indian,medium,3.2,18,Indian Rupees(Rs.)
King Bar & Restaurant,paharganj,north indian,high,3.0,10,Indian Rupees(Rs.)
Le Fairway Restaurant & Bar,paharganj,north indian,high,3.1,17,Indian Rupees(Rs.)
Madan Cafe & Restaurant,paharganj,north indian,medium,3.1,28,Indian Rupees(Rs.)
Malhotra Restaurant,paharganj,north indian,high,2.9,32,Indian Rupees(Rs.)
Metropolis Bar,paharganj,chinese,high,3.0,22,Indian Rupees(Rs.)
Mikky Restaurant,paharganj,north indian,high,2.8,18,Indian Rupees(Rs.)
Mourya Sweets Chat Bhandar,paharganj,fast food,low,2.9,4,Indian Rupees(Rs.)
My Bar & Restaurant,paharganj,north indian,high,3.2,679,Indian Rupees(Rs.)
My Love Restaurant & Bar,paharganj,north indian,high,2.7,19,Indian Rupees(Rs.)
Organic German Bakeshop - Brown Bread Bakery,paharganj,fast food,medium,3.2,22,Indian Rupees(Rs.)
Paankhuri Restaurant,paharganj,north indian,medium,3.0,5,Indian Rupees(Rs.)
Pardeep Corner,paharganj,north indian,medium,3.3,25,Indian Rupees(Rs.)
Pehalwan Da Hotel,paharganj,mughlai,medium,3.1,6,Indian Rupees(Rs.)
Pizza Hut Delivery,paharganj,italian,high,2.8,26,Indian Rupees(Rs.)
Re Cafe,paharganj,continental,high,3.1,14,Indian Rupees(Rs.)
Rumi Amritsari Naan,paharganj,north indian,low,3.2,12,Indian Rupees(Rs.)
Sagar Bar-Be Que,paharganj,north indian,medium,2.7,37,Indian Rupees(Rs.)
Satyam Rooftop Restaurant,paharganj,north indian,medium,2.9,9,Indian Rupees(Rs.)
Sethi Restaurant,paharganj,north indian,high,2.8,8,Indian Rupees(Rs.)
Shri Bankey Bihari Samosa Wala,paharganj,street food,low,3.1,5,Indian Rupees(Rs.)
Sonu South Indian Restaurant,paharganj,south indian,medium,2.9,8,Indian Rupees(Rs.)
Southern Welcome Restaurant,paharganj,south indian,low,2.7,7,Indian Rupees(Rs.)
Swagat Dhaba,paharganj,north indian,low,2.7,12,Indian Rupees(Rs.)
Tadka 4986,paharganj,chinese,medium,3.4,37,Indian Rupees(Rs.)
The Drunkyard Cafe,paharganj,north indian,high,3.0,8,Indian Rupees(Rs.)
The Gem Bar & Restaurant,paharganj,continental,high,3.2,18,Indian Rupees(Rs.)
The Indian Grill Restaurant,paharganj,north indian,medium,2.8,10,Indian Rupees(Rs.)
True Blue,paharganj,north indian,high,3.0,11,Indian Rupees(Rs.)
U Like,paharganj,north indian,medium,3.0,16,Indian Rupees(Rs.)
Vaga Bond,paharganj,north indian,medium,2.9,7,Indian Rupees(Rs.)
Vrinda Vaishno Dhaba,paharganj,north indian,low,2.8,4,Indian Rupees(Rs.)
White Heart Restro Bar,paharganj,north indian,high,2.7,13,Indian Rupees(Rs.)
Haldiram Bhujiawala,paharganj,street food,medium,3.5,27,Indian Rupees(Rs.)
Maa Bhagwati,paharganj,north indian,medium,3.5,39,Indian Rupees(Rs.)
Cafe Brownie,paharganj,cafe,medium,1.0,3,Indian Rupees(Rs.)
Cafexpress,paharganj,beverages,low,1.0,1,Indian Rupees(Rs.)
Mauja Hi Mauja,paharganj,street food,low,1.0,1,Indian Rupees(Rs.)
Metro Bar & Family Restaurant,paharganj,north indian,high,1.0,2,Indian Rupees(Rs.)
Bajaj Vaishno Dhaba,paharganj,north indian,medium,2.2,16,Indian Rupees(Rs.)
Sita Ram Diwan Chand,paharganj,street food,low,4.3,1317,Indian Rupees(Rs.)
Aayush Food Plaza,palam,chinese,medium,2.9,5,Indian Rupees(Rs.)
Ankit Fast Food Corner,palam,chinese,low,2.9,5,Indian Rupees(Rs.)
Da Pizza Corner,palam,fast food,medium,3.0,7,Indian Rupees(Rs.)
Mughal Zaika Chicken Point,palam,north indian,medium,2.9,4,Indian Rupees(Rs.)
Nawab Restaurant,palam,north indian,medium,2.9,7,Indian Rupees(Rs.)
New Bikaner Sweets,palam,street food,low,3.0,10,Indian Rupees(Rs.)
Pizza Yum,palam,pizza,medium,2.7,8,Indian Rupees(Rs.)
Radhika Sweets,palam,desserts,low,2.9,5,Indian Rupees(Rs.)
Satguru Di Hatti,palam,north indian,low,2.8,6,Indian Rupees(Rs.)
Sher-E-Punjab,palam,north indian,medium,3.0,5,Indian Rupees(Rs.)
Shudh Vaishno Amritsari Naan,palam,north indian,low,3.0,6,Indian Rupees(Rs.)
Sumit Sweets,palam,mithai,low,2.8,6,Indian Rupees(Rs.)
Aggarwal Bikaner Wala,palam,mithai,low,1.0,2,Indian Rupees(Rs.)
Aggarwal Sweet Centre,palam,north indian,low,1.0,2,Indian Rupees(Rs.)
Aggarwal Sweet India,palam,mithai,low,1.0,2,Indian Rupees(Rs.)
Aggarwal Sweets Centre,palam,mithai,low,1.0,1,Indian Rupees(Rs.)
Aggarwal Sweets,palam,north indian,medium,1.0,0,Indian Rupees(Rs.)
Anupama Snacks and Sweets Corner,palam,mithai,low,1.0,1,Indian Rupees(Rs.)
Baba Ka Dhaba,palam,north indian,low,1.0,0,Indian Rupees(Rs.)
Balaji Eating Point,palam,north indian,low,1.0,1,Indian Rupees(Rs.)
Bhagat Ji Sweets,palam,fast food,low,1.0,0,Indian Rupees(Rs.)
Bikaner Sweet Corner,palam,mithai,low,1.0,1,Indian Rupees(Rs.)
Chavi Food Point,palam,north indian,medium,1.0,2,Indian Rupees(Rs.)
Cook & Connect,palam,north indian,medium,1.0,1,Indian Rupees(Rs.)
Dinesh Ka Mithila Dhaba,palam,north indian,low,1.0,0,Indian Rupees(Rs.)
Domino's Pizza,palam,pizza,high,1.0,1,Indian Rupees(Rs.)
Flavors Of London,palam,desserts,low,1.0,1,Indian Rupees(Rs.)
Flavours Of London,palam,ice cream,low,1.0,0,Indian Rupees(Rs.)
Foji Bhai Hotel,palam,north indian,low,1.0,0,Indian Rupees(Rs.)
Green Chilli,palam,chinese,low,1.0,2,Indian Rupees(Rs.)
Hook N Cook,palam,chinese,medium,1.0,2,Indian Rupees(Rs.)
Hyderabadi & Muradabadi Chicken Corner,palam,mughlai,medium,1.0,1,Indian Rupees(Rs.)
It's Pizza Town,palam,pizza,medium,1.0,1,Indian Rupees(Rs.)
ITO Ke Mashoor Chole Bhature,palam,street food,low,1.0,1,Indian Rupees(Rs.)
Janta Special Lassi Corner,palam,street food,low,1.0,3,Indian Rupees(Rs.)
Kairi The Royal Taste,palam,north indian,medium,1.0,0,Indian Rupees(Rs.)
Kasba,palam,chinese,low,1.0,0,Indian Rupees(Rs.)
Kayasthas Food Junction,palam,chinese,low,1.0,1,Indian Rupees(Rs.)
KGN Chicken Corner,palam,mughlai,medium,1.0,1,Indian Rupees(Rs.)
Maggi Point,palam,chinese,medium,1.0,0,Indian Rupees(Rs.)
Momozone,palam,fast food,low,1.0,0,Indian Rupees(Rs.)
Munna Bakery,palam,bakery,low,1.0,3,Indian Rupees(Rs.)
N.S. Pizza Point,palam,pizza,low,1.0,0,Indian Rupees(Rs.)
Nand Bhai Chholey Bhature,palam,street food,low,1.0,1,Indian Rupees(Rs.)
New Lazeez Tandoor,palam,north indian,medium,1.0,2,Indian Rupees(Rs.)
Pizza Day,palam,pizza,medium,1.0,2,Indian Rupees(Rs.)
Pizza Day,palam,pizza,medium,1.0,2,Indian Rupees(Rs.)
Pritam Tiffin Service,palam,north indian,low,1.0,0,Indian Rupees(Rs.)
Rana Sweets and Restaurant,palam,north indian,low,1.0,1,Indian Rupees(Rs.)
Rastogi Sweets & Caterers,palam,mithai,low,1.0,1,Indian Rupees(Rs.)
Recipe Tadka,palam,north indian,medium,1.0,3,Indian Rupees(Rs.)
Sahi Pakde Hain,palam,north indian,medium,1.0,0,Indian Rupees(Rs.)
Sher e Punjab Rasoi,palam,north indian,medium,1.0,1,Indian Rupees(Rs.)
Shyam Rasoi,palam,north indian,low,1.0,1,Indian Rupees(Rs.)
Subhan Chicken Biryani,palam,biryani,low,1.0,1,Indian Rupees(Rs.)
Surprise - Bakers & Bites,palam,bakery,medium,1.0,0,Indian Rupees(Rs.)
The Night Rider,palam,north indian,medium,1.0,1,Indian Rupees(Rs.)
Vikram Ji Snacks,palam,fast food,low,1.0,3,Indian Rupees(Rs.)
Yadav Chaat Bhandar,palam,street food,low,1.0,1,Indian Rupees(Rs.)
Yadav Ji Chholey Bhature,palam,street food,low,1.0,1,Indian Rupees(Rs.)
Burger King,"palate of delhi, chanakyapuri",burger,medium,3.2,10,Indian Rupees(Rs.)
Chaayos,"palate of delhi, chanakyapuri",cafe,medium,3.2,4,Indian Rupees(Rs.)
Berco's,"palate of delhi, chanakyapuri",chinese,high,1.0,2,Indian Rupees(Rs.)
Chicago Pizza,"palate of delhi, chanakyapuri",pizza,medium,1.0,0,Indian Rupees(Rs.)
Domino's Pizza,"palate of delhi, chanakyapuri",pizza,high,1.0,0,Indian Rupees(Rs.)
Dunkin' Donuts,"palate of delhi, chanakyapuri",burger,medium,1.0,0,Indian Rupees(Rs.)
Keventers,"palate of delhi, chanakyapuri",beverages,medium,1.0,2,Indian Rupees(Rs.)
Khan Chacha,"palate of delhi, chanakyapuri",mughlai,medium,1.0,1,Indian Rupees(Rs.)
Wow! Momo,"palate of delhi, chanakyapuri",chinese,medium,1.0,0,Indian Rupees(Rs.)
Aalis Kathi Kabab,panchsheel park,fast food,medium,3.3,46,Indian Rupees(Rs.)
Dill's Chawla Chik Inn,panchsheel park,north indian,medium,3.4,66,Indian Rupees(Rs.)
Ipshita's Cakes Mamma Bakes,panchsheel park,bakery,high,3.1,11,Indian Rupees(Rs.)
Big Wong,panchsheel park,chinese,high,4.3,108,Indian Rupees(Rs.)
Giani's,pandara road market,ice cream,medium,3.3,39,Indian Rupees(Rs.)
Baskin Robbins,pandara road market,ice cream,medium,3.5,39,Indian Rupees(Rs.)
Chicken Inn,pandara road market,north indian,high,3.6,447,Indian Rupees(Rs.)
Ichiban,pandara road market,chinese,high,3.9,768,Indian Rupees(Rs.)
Krishna Di Kulfi,pandara road market,ice cream,low,3.8,154,Indian Rupees(Rs.)
Pindi,pandara road market,north indian,high,3.8,337,Indian Rupees(Rs.)
Veg Gulati,pandara road market,north indian,high,3.8,600,Indian Rupees(Rs.)
Chor Bizarre,pandara road market,north indian,high,4.4,64,Indian Rupees(Rs.)
Gulati,pandara road market,north indian,high,4.4,4373,Indian Rupees(Rs.)
Havemore,pandara road market,north indian,high,4.1,1157,Indian Rupees(Rs.)
Aggarwal Sweets,pandav nagar,street food,low,2.9,5,Indian Rupees(Rs.)
Om Sai Dosa Corner,pandav nagar,south indian,medium,2.9,4,Indian Rupees(Rs.)
Angelena Restaurant,pandav nagar,north indian,medium,1.0,0,Indian Rupees(Rs.)
